source,target,agreement_count,disagreement_count,total_votes,signed_weight,agreement_fraction
52,142,157,79,236,78,0.6652542372881356
52,165,131,80,211,51,0.6208530805687204
52,464,135,98,233,37,0.5793991416309013
52,546,175,57,232,118,0.7543103448275862
52,645,141,93,234,48,0.6025641025641025
52,688,127,105,232,22,0.5474137931034483
52,777,4,6,10,-2,0.4
52,1024,126,99,225,27,0.56
52,1027,90,83,173,7,0.5202312138728323
52,1329,155,68,223,87,0.695067264573991
52,1341,112,104,216,8,0.5185185185185185
52,1365,77,124,201,-47,0.38308457711442784
52,1489,127,89,216,38,0.5879629629629629
52,1510,141,63,204,78,0.6911764705882353
52,1540,145,90,235,55,0.6170212765957447
52,1569,181,52,233,129,0.776824034334764
52,1570,134,79,213,55,0.6291079812206573
52,1678,120,86,206,34,0.5825242718446602
52,1721,150,76,226,74,0.6637168141592921
52,1776,155,80,235,75,0.6595744680851063
52,2052,181,51,232,130,0.7801724137931034
52,2087,138,91,229,47,0.6026200873362445
52,2267,110,124,234,-14,0.4700854700854701
52,2326,0,2,2,-2,0.0
52,2609,143,87,230,56,0.6217391304347826
52,2691,146,90,236,56,0.6186440677966102
52,2803,121,115,236,6,0.5127118644067796
52,2822,105,116,221,-11,0.4751131221719457
52,2901,112,119,231,-7,0.48484848484848486
52,2987,101,132,233,-31,0.4334763948497854
52,3206,126,52,178,74,0.7078651685393258
52,3349,105,108,213,-3,0.49295774647887325
52,3388,113,90,203,23,0.5566502463054187
52,3658,99,116,215,-17,0.4604651162790698
52,3704,118,60,178,58,0.6629213483146067
52,3783,161,73,234,88,0.688034188034188
52,4227,152,77,229,75,0.6637554585152838
52,4328,153,75,228,78,0.6710526315789473
52,4382,133,98,231,35,0.5757575757575758
52,4418,134,100,234,34,0.5726495726495726
52,4473,99,63,162,36,0.6111111111111112
52,4520,138,98,236,40,0.5847457627118644
52,4660,114,116,230,-2,0.4956521739130435
52,4728,148,84,232,64,0.6379310344827587
52,4834,167,47,214,120,0.780373831775701
52,4851,153,77,230,76,0.6652173913043479
52,4898,169,57,226,112,0.7477876106194691
52,4922,85,112,197,-27,0.43147208121827413
52,4979,150,71,221,79,0.6787330316742082
52,5009,94,141,235,-47,0.4
52,5073,53,55,108,-2,0.49074074074074076
52,5122,145,86,231,59,0.6277056277056277
52,5180,152,80,232,72,0.6551724137931034
52,5213,122,109,231,13,0.5281385281385281
52,5343,149,87,236,62,0.6313559322033898
52,5372,173,62,235,111,0.7361702127659574
52,5452,109,91,200,18,0.545
52,5500,122,101,223,21,0.547085201793722
52,5767,113,115,228,-2,0.4956140350877193
52,5913,139,97,236,42,0.5889830508474576
52,5944,104,112,216,-8,0.48148148148148145
52,5967,135,99,234,36,0.5769230769230769
52,6021,114,94,208,20,0.5480769230769231
52,6039,139,93,232,46,0.5991379310344828
52,6137,5,11,16,-6,0.3125
52,6151,91,114,205,-23,0.44390243902439025
52,6366,150,82,232,68,0.646551724137931
52,6597,143,80,223,63,0.6412556053811659
52,6738,121,114,235,7,0.5148936170212766
52,6745,166,66,232,100,0.7155172413793104
52,6796,128,108,236,20,0.5423728813559322
52,6820,133,87,220,46,0.6045454545454545
52,6856,38,27,65,11,0.5846153846153846
52,6882,158,78,236,80,0.6694915254237288
52,7070,110,84,194,26,0.5670103092783505
52,7229,154,81,235,73,0.6553191489361702
52,7271,185,50,235,135,0.7872340425531915
52,7551,152,79,231,73,0.658008658008658
52,7638,101,66,167,35,0.6047904191616766
52,7656,162,55,217,107,0.7465437788018433
52,7826,124,82,206,42,0.6019417475728155
52,7958,91,126,217,-35,0.41935483870967744
52,8138,91,135,226,-44,0.4026548672566372
52,8185,152,73,225,79,0.6755555555555556
52,8270,111,111,222,0,0.5
52,8313,47,56,103,-9,0.4563106796116505
52,8593,125,88,213,37,0.5868544600938967
52,8635,171,60,231,111,0.7402597402597403
52,8666,180,56,236,124,0.7627118644067796
52,8764,137,99,236,38,0.5805084745762712
52,8883,120,116,236,4,0.5084745762711864
52,9141,155,78,233,77,0.6652360515021459
52,9174,94,130,224,-36,0.41964285714285715
52,9374,171,57,228,114,0.75
52,9865,148,86,234,62,0.6324786324786325
52,10110,161,64,225,97,0.7155555555555555
52,10163,122,112,234,10,0.5213675213675214
52,10414,118,68,186,50,0.6344086021505376
52,10450,113,101,214,12,0.5280373831775701
52,99369,95,141,236,-46,0.4025423728813559
52,99901,89,34,123,55,0.7235772357723578
142,165,107,107,214,0,0.5
142,464,184,55,239,129,0.7698744769874477
142,546,166,72,238,94,0.6974789915966386
142,645,191,49,240,142,0.7958333333333333
142,688,108,130,238,-22,0.453781512605042
142,777,8,2,10,6,0.8
142,1024,171,59,230,112,0.7434782608695653
142,1027,128,50,178,78,0.7191011235955056
142,1329,175,54,229,121,0.7641921397379913
