congress,chamber,rollnumber,icpsr,cast_code,prob
87,Senate,1,52,6,75.83288466559713
87,Senate,1,142,6,45.008886388159155
87,Senate,1,165,6,51.90731599672924
87,Senate,1,486,1,35.0525512326214
87,Senate,1,546,6,71.34730141190741
87,Senate,1,645,1,78.54128872480042
87,Senate,1,688,1,76.41796088551756
87,Senate,1,777,1,99.49777949347384
87,Senate,1,823,6,76.4595356986669
87,Senate,1,1027,1,60.22941951343513
87,Senate,1,1252,6,55.3377141339878
87,Senate,1,1329,6,85.27957473975137
87,Senate,1,1341,1,80.09764185337538
87,Senate,1,1365,1,98.2589270047524
87,Senate,1,1366,1,78.63701075949537
87,Senate,1,1482,6,27.355379514196176
87,Senate,1,1489,1,79.61426517958643
87,Senate,1,1510,1,63.67527178908775
87,Senate,1,1540,6,96.38024556774273
87,Senate,1,1569,6,99.3759924722581
87,Senate,1,1570,5,15.133317893793075
87,Senate,1,1678,1,64.43536691957699
87,Senate,1,1721,6,66.93119645098851
87,Senate,1,1776,6,99.19667299510661
87,Senate,1,2052,6,72.8437224388921
87,Senate,1,2087,1,75.21260316147502
87,Senate,1,2267,1,94.81449740302315
87,Senate,1,2609,1,51.35530501125414
87,Senate,1,2636,6,76.12594014723962
87,Senate,1,2691,6,99.95447687838335
87,Senate,1,2803,1,93.91862894062652
87,Senate,1,2822,1,99.4129087811048
87,Senate,1,2901,1,98.3868228222011
87,Senate,1,2965,6,65.54684735352183
87,Senate,1,2987,1,98.95089097622419
87,Senate,1,3255,6,69.90476152764325
87,Senate,1,3388,1,83.31869290367639
87,Senate,1,3658,1,90.82285185743805
87,Senate,1,3704,1,62.56139720668742
87,Senate,1,3864,6,66.13781338306161
87,Senate,1,4148,6,98.75096667215068
87,Senate,1,4154,6,76.53379566049753
87,Senate,1,4227,1,57.07057573655811
87,Senate,1,4382,1,73.1930499842533
87,Senate,1,4418,1,88.85150562994286
87,Senate,1,4520,1,94.76909146796453
87,Senate,1,4660,1,91.78846644597573
87,Senate,1,4728,6,92.44761922250717
87,Senate,1,4851,6,77.01383039145102
87,Senate,1,4898,6,99.45510563650372
87,Senate,1,5009,1,96.81165800206013
87,Senate,1,5073,1,98.23796312209019
87,Senate,1,5116,6,95.23261205126329
87,Senate,1,5122,4,66.87253622129408
87,Senate,1,5213,1,87.3800875727149
87,Senate,1,5372,6,83.60013879466493
87,Senate,1,5500,6,42.240577572919015
87,Senate,1,5756,6,77.99556030939246
87,Senate,1,5764,1,25.891383580418005
87,Senate,1,5767,1,94.17753119875815
87,Senate,1,5913,6,71.18020222713433
87,Senate,1,5967,1,36.95730918375229
87,Senate,1,6134,6,89.27854638895471
87,Senate,1,6151,1,99.23217606411892
87,Senate,1,6249,1,36.22755363815881
87,Senate,1,6366,6,96.98677465736617
87,Senate,1,6442,6,72.15707110817976
87,Senate,1,6597,1,53.56899095564962
87,Senate,1,6738,6,87.67406324238239
87,Senate,1,6745,6,55.20701697023296
87,Senate,1,6754,6,77.56540652263921
87,Senate,1,6796,2,84.67762168009729
87,Senate,1,6831,6,90.07030260878722
87,Senate,1,6881,6,95.97101451900836
87,Senate,1,7229,6,86.7397248165218
87,Senate,1,7637,6,73.13091392451703
87,Senate,1,7638,6,50.22312445690651
87,Senate,1,7722,6,48.89048612245649
87,Senate,1,7958,1,98.57428410445004
87,Senate,1,8138,1,99.30479280869183
87,Senate,1,8185,1,29.635399735369806
87,Senate,1,8270,1,91.678716388874
87,Senate,1,8301,6,88.79287807380277
87,Senate,1,8593,1,91.20844602406561
87,Senate,1,8666,6,66.61546706318076
87,Senate,1,8764,1,90.5846399324404
87,Senate,1,8883,1,98.7979711205007
87,Senate,1,9141,6,63.93782989281414
87,Senate,1,9174,1,98.35912703990462
87,Senate,1,10110,1,40.582248697477006
87,Senate,1,10147,6,97.40406717154124
87,Senate,1,10163,1,82.7164676948455
87,Senate,1,10414,1,47.080721050774095
87,Senate,1,10450,1,88.29889673433094
87,Senate,1,10454,5,91.09686278374997
87,Senate,1,10806,1,68.29172822063056
87,Senate,1,10812,1,59.667039250473955
87,Senate,1,10818,6,96.2758594144192
87,Senate,1,10822,6,97.28112776682273
87,Senate,1,99369,1,99.91423278826124
87,Senate,1,99902,9,99.38989202953003
87,Senate,2,52,7,59.136625619176066
87,Senate,2,142,6,62.179416324225954
87,Senate,2,165,6,77.32254257901045
87,Senate,2,486,6,77.23658147589838
87,Senate,2,546,6,55.8093444218901
87,Senate,2,645,6,68.09296836678006
87,Senate,2,688,6,84.09231528083956
87,Senate,2,777,4,92.10889585730877
87,Senate,2,823,6,50.79248419258056
87,Senate,2,1027,6,61.698431720231774
87,Senate,2,1252,6,78.7346208652906
87,Senate,2,1329,2,60.238754397872874
87,Senate,2,1341,6,71.88001121926501
87,Senate,2,1365,6,89.12687343663524
87,Senate,2,1366,6,85.23323206854849
87,Senate,2,1482,6,83.31917364937199
87,Senate,2,1489,7,71.54319430155246
