source,target,agreement_count,disagreement_count,total_votes,signed_weight,agreement_fraction
14226,14435,123,481,604,-358,0.20364238410596028
14226,14858,162,460,622,-298,0.2604501607717042
14226,14871,139,479,618,-340,0.22491909385113268
14226,14921,520,69,589,451,0.8828522920203735
14226,15015,152,469,621,-317,0.24476650563607086
14226,15021,129,458,587,-329,0.21976149914821125
14226,15408,139,469,608,-330,0.22861842105263158
14226,20101,527,90,617,437,0.8541329011345219
14226,20104,0,11,11,-11,0.0
14226,20146,515,82,597,433,0.8626465661641541
14226,20330,134,472,606,-338,0.22112211221122113
14226,20351,475,108,583,367,0.8147512864493996
14226,20707,134,487,621,-353,0.21578099838969403
14226,20713,142,481,623,-339,0.22792937399678972
14226,20735,148,468,616,-320,0.24025974025974026
14226,20750,126,490,616,-364,0.20454545454545456
14226,20919,485,100,585,385,0.8290598290598291
14226,20923,155,467,622,-312,0.2491961414790997
14226,20930,147,473,620,-326,0.23709677419354838
14226,20932,145,474,619,-329,0.23424878836833601
14226,20953,509,88,597,421,0.8525963149078727
14226,21133,541,76,617,465,0.8768233387358185
14226,21166,514,106,620,408,0.8290322580645161
14226,21173,404,97,501,307,0.8063872255489022
14226,21301,506,91,597,415,0.847571189279732
14226,21325,147,472,619,-325,0.23747980613893377
14226,21338,497,94,591,403,0.8409475465313029
14226,21350,474,88,562,386,0.8434163701067615
14226,21355,490,99,589,391,0.831918505942275
14226,21708,524,84,608,440,0.8618421052631579
14226,21734,464,123,587,341,0.7904599659284497
14226,21743,155,468,623,-313,0.24879614767255218
14226,21937,2,19,21,-17,0.09523809523809523
14226,29142,149,476,625,-327,0.2384
14226,29147,111,454,565,-343,0.19646017699115045
14226,29345,503,89,592,414,0.8496621621621622
14226,29373,126,318,444,-192,0.28378378378378377
14226,29389,156,459,615,-303,0.25365853658536586
14226,29534,538,78,616,460,0.8733766233766234
14226,29566,405,192,597,213,0.678391959798995
14226,29722,497,75,572,422,0.8688811188811189
14226,29732,145,465,610,-320,0.23770491803278687
14226,29754,544,81,625,463,0.8704
14226,29940,144,476,620,-332,0.23225806451612904
14226,39310,145,475,620,-330,0.23387096774193547
14226,40300,369,238,607,131,0.6079077429983526
14226,40305,545,66,611,479,0.8919803600654664
14226,40700,152,463,615,-311,0.24715447154471545
14226,40702,172,429,601,-257,0.28618968386023297
14226,40703,149,459,608,-310,0.2450657894736842
14226,40704,143,468,611,-325,0.23404255319148937
14226,40707,468,58,526,410,0.8897338403041825
14226,40902,477,85,562,392,0.8487544483985765
14226,40906,149,454,603,-305,0.2470978441127695
14226,40908,118,490,608,-372,0.19407894736842105
14226,40909,147,462,609,-315,0.2413793103448276
14226,40910,150,471,621,-321,0.24154589371980675
14226,40915,184,258,442,-74,0.416289592760181
14226,40916,137,459,596,-322,0.22986577181208054
14226,41101,145,476,621,-331,0.23349436392914655
14226,41102,439,103,542,336,0.8099630996309963
14226,41104,471,129,600,342,0.785
14226,41107,498,105,603,393,0.8258706467661692
14226,41110,480,112,592,368,0.8108108108108109
14226,41111,501,106,607,395,0.8253706754530478
14226,41112,143,474,617,-331,0.23176661264181522
14226,41300,154,458,612,-304,0.25163398692810457
