source,target,agreement_count,disagreement_count,total_votes,signed_weight,agreement_fraction
14009,14226,270,9,279,261,0.967741935483871
14009,14307,52,223,275,-171,0.1890909090909091
14009,14435,20,258,278,-238,0.07194244604316546
14009,14503,276,2,278,274,0.9928057553956835
14009,14651,88,185,273,-97,0.32234432234432236
14009,14852,275,0,275,275,1.0
14009,14858,44,235,279,-191,0.15770609318996415
14009,14871,32,245,277,-213,0.11552346570397112
14009,14921,277,2,279,275,0.992831541218638
14009,15015,88,187,275,-99,0.32
14009,15021,52,219,271,-167,0.1918819188191882
14009,15039,193,19,212,174,0.910377358490566
14009,15408,55,224,279,-169,0.1971326164874552
14009,15424,270,8,278,262,0.9712230215827338
14009,20100,253,19,272,234,0.9301470588235294
14009,20101,278,1,279,277,0.996415770609319
14009,20146,270,4,274,266,0.9854014598540146
14009,20330,42,235,277,-193,0.15162454873646208
14009,20707,55,223,278,-168,0.19784172661870503
14009,20713,38,236,274,-198,0.1386861313868613
14009,20717,124,152,276,-28,0.4492753623188406
14009,20730,253,23,276,230,0.9166666666666666
14009,20735,16,263,279,-247,0.05734767025089606
14009,20919,272,6,278,266,0.9784172661870504
14009,20923,57,219,276,-162,0.20652173913043478
14009,20930,44,225,269,-181,0.16356877323420074
14009,21112,266,13,279,253,0.953405017921147
14009,21133,275,4,279,271,0.985663082437276
14009,21166,267,12,279,255,0.956989247311828
14009,21173,272,4,276,268,0.9855072463768116
14009,21301,270,9,279,261,0.967741935483871
14009,21325,46,230,276,-184,0.16666666666666666
14009,21338,263,16,279,247,0.942652329749104
14009,29142,58,221,279,-163,0.2078853046594982
14009,29147,17,254,271,-237,0.06273062730627306
14009,29345,267,11,278,256,0.960431654676259
14009,29373,36,200,236,-164,0.15254237288135594
14009,29386,271,7,278,264,0.9748201438848921
14009,29389,48,231,279,-183,0.17204301075268819
14009,29534,278,1,279,277,0.996415770609319
14009,29548,268,3,271,265,0.988929889298893
14009,29566,263,9,272,254,0.9669117647058824
14009,29722,261,12,273,249,0.9560439560439561
14009,29732,57,219,276,-162,0.20652173913043478
14009,29735,273,1,274,272,0.9963503649635036
14009,29754,275,4,279,271,0.985663082437276
14009,29909,238,1,239,237,0.99581589958159
14009,29924,45,231,276,-186,0.16304347826086957
14009,29935,258,12,270,246,0.9555555555555556
14009,29940,51,225,276,-174,0.18478260869565216
14009,39310,46,231,277,-185,0.16606498194945848
14009,40300,252,21,273,231,0.9230769230769231
14009,40304,263,3,266,260,0.9887218045112782
14009,40305,279,0,279,279,1.0
14009,40700,63,215,278,-152,0.22661870503597123
14009,40701,91,175,266,-84,0.34210526315789475
14009,40702,82,194,276,-112,0.2971014492753623
14009,40703,62,217,279,-155,0.2222222222222222
14009,40704,52,224,276,-172,0.18840579710144928
14009,40705,250,18,268,232,0.9328358208955224
14009,40707,271,7,278,264,0.9748201438848921
14009,40902,264,15,279,249,0.946236559139785
14009,40904,34,194,228,-160,0.14912280701754385
14009,40906,75,204,279,-129,0.26881720430107525
14009,40908,17,259,276,-242,0.06159420289855073
14009,40909,101,172,273,-71,0.36996336996337
14009,40910,80,199,279,-119,0.2867383512544803
14009,40915,147,132,279,15,0.5268817204301075
14009,40916,78,192,270,-114,0.28888888888888886
14009,41101,34,244,278,-210,0.1223021582733813
14009,41102,267,4,271,263,0.985239852398524
14009,41104,224,43,267,181,0.8389513108614233
14009,41107,275,2,277,273,0.9927797833935018
14009,41110,245,32,277,213,0.8844765342960289
14009,41111,267,11,278,256,0.960431654676259
14009,41112,46,231,277,-185,0.16606498194945848
14009,41300,105,174,279,-69,0.3763440860215054
14009,41301,17,262,279,-245,0.06093189964157706
14009,41302,270,9,279,261,0.967741935483871
14009,41303,133,145,278,-12,0.4784172661870504
14009,41304,260,14,274,246,0.948905109489051
14009,41305,75,202,277,-127,0.27075812274368233
14009,41308,20,251,271,-231,0.07380073800738007
14009,41500,260,6,266,254,0.9774436090225563
14009,41501,272,6,278,266,0.9784172661870504
14009,41502,270,9,279,261,0.967741935483871
14009,41503,257,19,276,238,0.9311594202898551
14009,41504,270,1,271,269,0.996309963099631
14009,41505,270,2,272,268,0.9926470588235294
14009,41700,62,217,279,-155,0.2222222222222222
14009,41701,19,259,278,-240,0.0683453237410072
14009,41702,72,207,279,-135,0.25806451612903225
14009,41703,265,14,279,251,0.9498207885304659
14009,41704,177,6,183,171,0.9672131147540983
14009,41705,30,10,40,20,0.75
14009,41706,15,28,43,-13,0.3488372093023256
14009,49300,51,205,256,-154,0.19921875
14009,49308,44,235,279,-191,0.15770609318996415
14009,49700,16,0,16,16,1.0
14009,49703,243,36,279,207,0.8709677419354839
14009,49706,267,12,279,255,0.956989247311828
14009,94659,276,3,279,273,0.989247311827957
14009,99912,97,0,97,97,1.0
14226,14307,94,350,444,-256,0.21171171171171171
14226,14435,40,415,455,-375,0.08791208791208792
14226,14503,440,16,456,424,0.9649122807017544
14226,14651,149,279,428,-130,0.34813084112149534
14226,14852,437,17,454,420,0.9625550660792952
14226,14858,78,379,457,-301,0.17067833698030635
14226,14871,52,403,455,-351,0.11428571428571428
14226,14921,435,23,458,412,0.9497816593886463
14226,15015,143,310,453,-167,0.31567328918322296
14226,15021,85,362,447,-277,0.19015659955257272
14226,15039,210,20,230,190,0.9130434782608695
14226,15408,101,356,457,-255,0.2210065645514223
14226,15424,421,29,450,392,0.9355555555555556
14226,15429,50,5,55,45,0.9090909090909091
14226,20100,397,28,425,369,0.9341176470588235
14226,20101,437,19,456,418,0.9583333333333334
