source,target,agreement_count,disagreement_count,total_votes,signed_weight,agreement_fraction
1366,4812,379,53,432,326,0.8773148148148148
1366,10808,399,51,450,348,0.8866666666666667
1366,11204,382,60,442,322,0.8642533936651584
1366,12109,87,383,470,-296,0.1851063829787234
1366,13039,422,40,462,382,0.9134199134199135
1366,13056,291,171,462,120,0.6298701298701299
1366,14009,77,394,471,-317,0.16348195329087048
1366,14031,68,388,456,-320,0.14912280701754385
1366,14101,387,59,446,328,0.8677130044843049
1366,14103,69,364,433,-295,0.15935334872979215
1366,14203,331,131,462,200,0.7164502164502164
1366,14213,406,57,463,349,0.8768898488120951
1366,14226,77,394,471,-317,0.16348195329087048
1366,14230,409,44,453,365,0.9028697571743929
1366,14307,416,47,463,369,0.8984881209503239
1366,14400,393,52,445,341,0.8831460674157303
1366,14440,419,47,466,372,0.8991416309012875
1366,14503,71,400,471,-329,0.15074309978768577
1366,14506,78,388,466,-310,0.16738197424892703
1366,14617,396,74,470,322,0.8425531914893617
1366,14651,384,80,464,304,0.8275862068965517
1366,14661,146,325,471,-179,0.3099787685774947
1366,14709,424,47,471,377,0.9002123142250531
1366,14712,94,374,468,-280,0.20085470085470086
1366,14809,65,402,467,-337,0.139186295503212
1366,14812,401,66,467,335,0.8586723768736617
1366,14826,75,387,462,-312,0.16233766233766234
1366,14852,78,392,470,-314,0.16595744680851063
1366,14858,402,69,471,333,0.8535031847133758
1366,14871,397,74,471,323,0.8428874734607219
1366,14908,53,415,468,-362,0.11324786324786325
1366,14910,123,331,454,-208,0.2709251101321586
1366,14912,388,80,468,308,0.8290598290598291
1366,14914,407,59,466,348,0.8733905579399142
1366,14920,130,13,143,117,0.9090909090909091
1366,14921,70,393,463,-323,0.1511879049676026
1366,14922,420,50,470,370,0.8936170212765957
1366,15011,403,56,459,347,0.8779956427015251
1366,15015,369,95,464,274,0.7952586206896551
1366,15020,109,362,471,-253,0.23142250530785563
1366,15021,415,53,468,362,0.8867521367521367
1366,15039,101,362,463,-261,0.21814254859611232
1366,15054,387,64,451,323,0.8580931263858093
1366,15406,69,389,458,-320,0.15065502183406113
1366,15424,65,392,457,-327,0.1422319474835886
1366,15425,373,68,441,305,0.8458049886621315
1366,15429,46,421,467,-375,0.09850107066381156
1366,15501,76,391,467,-315,0.16274089935760172
1366,15502,381,88,469,293,0.8123667377398721
1366,15503,328,46,374,282,0.8770053475935828
1366,15633,56,410,466,-354,0.12017167381974249
1366,15701,70,394,464,-324,0.15086206896551724
1366,15703,409,55,464,354,0.8814655172413793
1366,15704,244,53,297,191,0.8215488215488216
1366,29108,60,410,470,-350,0.1276595744680851
1366,29141,58,407,465,-349,0.12473118279569892
1366,29142,419,49,468,370,0.8952991452991453
1366,29148,80,390,470,-310,0.1702127659574468
1366,29305,362,108,470,254,0.7702127659574468
1366,29345,67,396,463,-329,0.1447084233261339
1366,29369,84,385,469,-301,0.1791044776119403
1366,29512,68,389,457,-321,0.1487964989059081
1366,29523,72,386,458,-314,0.1572052401746725
