congress,chamber,rollnumber,icpsr,cast_code,prob
80,Senate,1,52,1,98.80350660133408
80,Senate,1,390,1,99.91857604393797
80,Senate,1,394,1,99.97327294375641
80,Senate,1,437,6,40.720439499992665
80,Senate,1,1027,1,99.92270302443615
80,Senate,1,1071,1,98.57339348110037
80,Senate,1,1194,1,99.22748780010762
80,Senate,1,1330,1,81.30534295026149
80,Senate,1,1489,1,99.50579237939662
80,Senate,1,1494,1,56.867040628937524
80,Senate,1,2066,7,92.80556390664577
80,Senate,1,2656,1,96.1972064859472
80,Senate,1,2702,1,46.84478214672765
80,Senate,1,2822,6,93.06586676382756
80,Senate,1,2901,6,93.9697043341042
80,Senate,1,3110,1,99.99441281780916
80,Senate,1,3388,1,7.343898429679668
80,Senate,1,3536,6,45.911507134201166
80,Senate,1,3783,1,69.10405062844166
80,Senate,1,3882,1,97.39751662917884
80,Senate,1,4184,6,49.3312097201447
80,Senate,1,4210,1,98.74009867374427
80,Senate,1,4227,6,52.615264028605814
80,Senate,1,4382,1,99.75280347765178
80,Senate,1,4418,6,90.01607709866323
80,Senate,1,4483,6,65.38609176697152
80,Senate,1,4949,6,59.3110496028431
80,Senate,1,5009,6,94.09416414100157
80,Senate,1,5823,6,22.312636365286885
80,Senate,1,5913,7,45.04228388236604
80,Senate,1,5944,7,75.38055397067436
80,Senate,1,6021,7,99.96316735609614
80,Senate,1,6107,6,90.92465388740194
80,Senate,1,6132,6,68.9976168750697
80,Senate,1,6151,6,91.68771054540257
80,Senate,1,6346,1,87.98928066652898
80,Senate,1,6525,1,97.60699834057361
80,Senate,1,6629,1,84.91157495401494
80,Senate,1,6820,6,62.98467849495335
80,Senate,1,6836,1,72.63652021577056
80,Senate,1,7021,6,87.63361446302804
80,Senate,1,7126,6,75.42998740928898
80,Senate,1,7333,1,36.827903456433496
80,Senate,1,7780,1,96.44520557743137
80,Senate,1,7826,1,94.58798778643805
80,Senate,1,7960,1,79.7183225213127
80,Senate,1,8138,6,93.28129131997481
80,Senate,1,8185,1,99.72236523134256
80,Senate,1,8929,6,85.5668837291893
80,Senate,1,9152,1,99.98224212654128
80,Senate,1,9210,1,44.890663089214065
80,Senate,1,9291,1,50.660310098943405
80,Senate,1,9303,6,74.67970769711667
80,Senate,1,9401,1,99.68250552020409
80,Senate,1,9538,1,89.00618295041005
80,Senate,1,9713,1,84.87036635271512
80,Senate,1,9998,1,96.01667334687893
80,Senate,1,10047,1,99.63572677536158
80,Senate,1,10110,1,99.33833988786806
80,Senate,1,10221,1,82.02135201720596
80,Senate,1,10450,1,84.98329594239205
80,Senate,1,96738,1,97.83896901156888
80,Senate,2,52,1,99.3962313469983
80,Senate,2,390,1,99.97275438595558
80,Senate,2,394,1,99.99267881897444
80,Senate,2,437,6,34.30714772040259
80,Senate,2,1027,1,99.96939307052028
80,Senate,2,1071,1,99.01363420953628
80,Senate,2,1194,1,99.53575015105365
80,Senate,2,1330,1,81.11390075228452
80,Senate,2,1489,1,99.72551902397913
80,Senate,2,1494,1,57.54716647882256
80,Senate,2,2066,7,94.51142833690878
80,Senate,2,2656,1,97.4152454306163
80,Senate,2,2702,1,52.415695529173924
80,Senate,2,2822,6,93.36670668036135
80,Senate,2,2901,6,93.88155158239017
80,Senate,2,3110,1,99.99882440959841
80,Senate,2,3388,1,8.447778228326236
80,Senate,2,3536,6,41.427029954610184
80,Senate,2,3783,1,75.19766756861452
80,Senate,2,3882,1,98.32314933294585
80,Senate,2,4184,6,43.67586303683694
80,Senate,2,4210,1,99.14561950269369
80,Senate,2,4227,6,47.262689274258676
80,Senate,2,4382,1,99.87827704269758
80,Senate,2,4418,6,88.7926021857096
80,Senate,2,4483,6,62.85046766658241
80,Senate,2,4949,6,56.54834924255656
80,Senate,2,5009,6,93.76743260231659
80,Senate,2,5823,1,83.06878209272523
80,Senate,2,5913,7,38.83316596238608
80,Senate,2,5944,7,76.66499903946284
80,Senate,2,6021,7,99.9863235948422
80,Senate,2,6107,6,90.38619141259537
80,Senate,2,6132,6,67.6942735669562
80,Senate,2,6151,6,91.89428135065927
80,Senate,2,6346,1,91.865416025052
80,Senate,2,6525,1,98.41509987049348
80,Senate,2,6629,1,83.60891085272242
80,Senate,2,6820,1,42.5165985160241
80,Senate,2,6836,1,78.62929384226864
80,Senate,2,7021,6,89.12328951403623
80,Senate,2,7126,6,73.60948148232718
80,Senate,2,7333,1,42.28511479504938
80,Senate,2,7780,1,97.3891563034368
80,Senate,2,7826,1,95.89675737745185
