congress,chamber,rollnumber,icpsr,cast_code,prob
84,Senate,6,4520,1,
84,Senate,6,4660,3,
84,Senate,6,4728,1,
84,Senate,6,4834,1,
84,Senate,6,4851,1,
84,Senate,6,4922,1,
84,Senate,6,4979,3,
84,Senate,6,5009,1,
84,Senate,6,5122,1,
84,Senate,6,5180,3,
84,Senate,6,5213,1,
84,Senate,6,5240,1,
84,Senate,6,5343,1,
84,Senate,6,5372,1,
84,Senate,6,5452,6,
84,Senate,6,5591,1,
84,Senate,6,5767,1,
84,Senate,6,5913,1,
84,Senate,6,5944,1,
84,Senate,6,5967,1,
84,Senate,6,6021,1,
84,Senate,6,6039,1,
84,Senate,6,6137,3,
84,Senate,6,6151,1,
84,Senate,6,6366,1,
84,Senate,6,6525,1,
84,Senate,6,6597,3,
84,Senate,6,6738,1,
84,Senate,6,6796,1,
84,Senate,6,6820,1,
84,Senate,6,6856,1,
84,Senate,6,6882,1,
84,Senate,6,7070,1,
84,Senate,6,7229,1,
84,Senate,6,7271,1,
84,Senate,6,7551,3,
84,Senate,6,7656,1,
84,Senate,6,7958,1,
84,Senate,6,8138,1,
84,Senate,6,8185,1,
84,Senate,6,8270,1,
84,Senate,6,8313,1,
84,Senate,6,8593,1,
84,Senate,6,8635,1,
84,Senate,6,8666,1,
84,Senate,6,8764,1,
84,Senate,6,8883,1,
84,Senate,6,9141,1,
84,Senate,6,9374,1,
84,Senate,6,9865,1,
84,Senate,6,9930,1,
84,Senate,6,10110,1,
84,Senate,6,10163,1,
84,Senate,6,10450,3,
84,Senate,6,99369,1,
84,Senate,6,99901,1,
84,Senate,7,52,6,96.5833598181001
84,Senate,7,142,6,98.29369705327264
84,Senate,7,165,6,77.02961869168875
84,Senate,7,437,6,63.412366231805436
84,Senate,7,464,6,97.36816054782696
84,Senate,7,546,6,97.94467780894726
84,Senate,7,621,6,98.47433824748119
84,Senate,7,645,6,98.34289199470032
84,Senate,7,688,6,67.86205477268352
84,Senate,7,1024,6,98.2036144459999
84,Senate,7,1027,4,98.47500437792664
84,Senate,7,1329,4,98.77008135867979
84,Senate,7,1341,6,97.98092912601842
84,Senate,7,1365,6,90.8094835873593
84,Senate,7,1489,4,98.00955975960727
84,Senate,7,1510,6,97.46887033198115
84,Senate,7,1569,6,96.17180929393142
84,Senate,7,1570,7,96.3849066020222
84,Senate,7,1678,1,28.471253859977658
84,Senate,7,1831,6,67.68279408072793
84,Senate,7,2087,4,98.25869061156905
84,Senate,7,2267,6,97.66325970620883
84,Senate,7,2326,6,79.85051801022567
84,Senate,7,2609,4,98.40329045915246
84,Senate,7,2691,6,68.34896493954894
84,Senate,7,2745,6,97.62356998364355
84,Senate,7,2803,6,97.2910299461285
84,Senate,7,2822,4,73.61099509008729
84,Senate,7,2901,6,63.91611990709121
84,Senate,7,2987,6,68.2958377283325
84,Senate,7,3206,6,98.34271391003493
84,Senate,7,3349,4,86.51391095330364
84,Senate,7,3388,7,34.16796115484946
84,Senate,7,3536,6,83.4416601719761
84,Senate,7,3658,4,98.0997833152761
84,Senate,7,3704,1,47.25356483974332
84,Senate,7,3783,6,70.52846352137026
84,Senate,7,4227,6,71.80133290344153
84,Senate,7,4328,6,69.47490938573718
84,Senate,7,4382,6,98.21315985829906
84,Senate,7,4418,1,50.30812527824896
84,Senate,7,4520,6,82.71371390707928
84,Senate,7,4660,4,97.76964450138286
84,Senate,7,4728,6,66.80430573255565
84,Senate,7,4834,6,97.87828081598742
84,Senate,7,4851,6,72.47423268862129
84,Senate,7,4922,7,97.67836524982894
84,Senate,7,4979,4,63.43745698262724
84,Senate,7,5009,1,43.719304722513975
84,Senate,7,5122,1,53.057656690895804
84,Senate,7,5180,7,79.20504590539771
84,Senate,7,5213,6,60.35386435346943
84,Senate,7,5240,4,51.94901549191562
84,Senate,7,5343,6,98.0041316727879
84,Senate,7,5372,4,97.54207771276432
84,Senate,7,5452,1,13.261679756330762
84,Senate,7,5591,1,52.96859441576793
84,Senate,7,5767,6,58.54954144899942
84,Senate,7,5913,1,34.05468141192895
84,Senate,7,5944,7,94.70421970573535
84,Senate,7,5967,6,43.68159744674801
84,Senate,7,6021,4,98.56326127988682
84,Senate,7,6039,6,97.6397124081453
84,Senate,7,6137,4,96.8865079822766
84,Senate,7,6151,6,74.13794961535616
84,Senate,7,6366,6,46.721081060060435
84,Senate,7,6525,6,97.14317751373065
84,Senate,7,6597,6,66.62766725375505
84,Senate,7,6738,1,91.50863353490747
84,Senate,7,6796,6,96.92202754355861
84,Senate,7,6820,1,52.63542349960677
84,Senate,7,6856,6,59.0926729216753
84,Senate,7,6882,3,39.14924199468467
84,Senate,7,7070,7,73.06039313058541
84,Senate,7,7229,6,81.2767515491668
84,Senate,7,7271,6,97.23032936630554
84,Senate,7,7551,6,98.07248272778232
84,Senate,7,7656,4,98.4341781768703
84,Senate,7,7958,6,83.20053726510798
84,Senate,7,8138,6,72.13708312081819
84,Senate,7,8185,4,97.90827383283012
84,Senate,7,8270,4,97.35743899688512
84,Senate,7,8313,6,57.43131212340039
84,Senate,7,8593,6,67.62490914335935
84,Senate,7,8635,6,98.37506218515288
84,Senate,7,8666,6,96.80577400784304
84,Senate,7,8764,6,58.558626571023744
84,Senate,7,8883,1,33.02560650748923
84,Senate,7,9141,7,64.13122545319514
84,Senate,7,9374,6,96.91344013552587
84,Senate,7,9865,4,97.82685531923785
84,Senate,7,9930,4,96.34704977253324
84,Senate,7,10110,6,97.51777267301512
84,Senate,7,10163,6,98.37512302559995
84,Senate,7,10450,7,94.47718447380757
84,Senate,7,99369,6,87.55437869737858
84,Senate,7,99901,9,98.7225829852184
84,Senate,8,52,6,95.81355275888782
84,Senate,8,142,6,97.5029538322706
84,Senate,8,165,6,80.12643863713195
84,Senate,8,437,6,66.68808930240048
