congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
119,Senate,41301,3,0,MA,100,,,"WARREN, Elizabeth",W000817,1949.0,,-0.742,-0.367,-13.94413,0.98316,821,5,,-0.682,-0.56
119,Senate,20923,23,0,MI,100,,,"PETERS, Gary C.",P000595,1958.0,,-0.252,-0.178,-94.17589,0.89113,817,44,,-0.282,-0.154
119,Senate,21965,23,0,MI,100,,,"SLOTKIN, Elissa",S001208,1976.0,,-0.371,0.775,-77.69298,0.90875,812,31,,-0.376,0.579
119,Senate,40700,33,0,MN,100,,,"KLOBUCHAR, Amy",K000367,1960.0,,-0.278,-0.327,-85.76455,0.90126,825,50,,-0.262,-0.253
119,Senate,41706,33,0,MN,100,,,"SMITH, Tina",S001203,1958.0,,-0.411,-0.118,-44.25984,0.94585,795,16,,-0.476,-0.318
119,Senate,29534,46,0,MS,200,,,"WICKER, Roger F.",W000437,1951.0,,0.378,0.338,-17.20504,0.97883,804,3,,0.415,0.187
119,Senate,41707,46,0,MS,200,,,"HYDE-SMITH, Cindy",H001079,1959.0,,0.451,0.331,-10.36177,0.98743,819,4,,0.45,0.367
119,Senate,41901,34,0,MO,200,,,"HAWLEY, Joshua David",H001089,1979.0,,0.823,-0.352,-112.22723,0.86881,798,43,,0.542,-0.565
119,Senate,42303,34,0,MO,200,,,"SCHMITT, Eric Stephen",S001227,1975.0,,0.89,0.127,-14.93945,0.98205,825,3,,0.735,0.277
119,Senate,21338,64,0,MT,200,,,"DAINES, Steve",D000618,1962.0,,0.588,-0.018,-15.03549,0.98161,810,4,,0.621,0.437
119,Senate,42503,64,0,MT,200,,,"SHEEHY, Timothy Patrick",S001232,1985.0,,0.648,0.762,-8.05183,0.99013,812,2,,0.648,0.762
119,Senate,41302,35,0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951.0,,0.461,0.333,-12.1441,0.98542,827,3,,0.439,0.373
119,Senate,42302,35,0,NE,200,,,"RICKETTS, John Peter (Pete)",R000618,1964.0,,0.445,0.491,-9.04999,0.98913,828,2,,0.474,0.311
119,Senate,21743,65,0,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957.0,,-0.286,0.313,-84.528,0.90239,823,43,,-0.284,0.325
119,Senate,41700,65,0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964.0,,-0.347,0.347,-112.03895,0.872,818,53,,-0.341,0.504
119,Senate,40906,4,0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947.0,,-0.217,-0.155,-135.73585,0.84448,803,63,,-0.162,-0.187
119,Senate,41702,4,0,NH,100,,,"HASSAN, Margaret Wood (Maggie)",H001076,1958.0,,-0.223,0.01,-95.79562,0.88987,821,40,,-0.2,-0.006
119,Senate,21937,12,0,NJ,100,,,"KIM, Andy",K000394,1982.0,,-0.412,0.238,-81.55417,0.90609,827,48,,-0.438,0.166
119,Senate,41308,12,0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969.0,,-0.559,-0.249,-77.74934,0.90627,790,31,,-0.495,-0.101
119,Senate,20930,66,0,NM,100,,,"HEINRICH, Martin",H001046,1971.0,,-0.333,0.001,-90.46801,0.8932,801,43,,-0.351,0.18
119,Senate,20932,66,0,NM,100,,,"LUJÁN, Ben Ray",L000570,1972.0,,-0.381,0.033,-58.05618,0.93189,823,21,,-0.506,0.328
119,Senate,14858,13,0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950.0,,-0.355,-0.411,-50.79681,0.9407,831,20,,-0.406,-0.234
119,Senate,20735,13,0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966.0,,-0.447,-0.305,-108.81648,0.87573,820,56,,-0.368,0.04
119,Senate,21708,47,0,NC,200,,,"BUDD, Theodore Paul",B001305,1971.0,,0.634,-0.079,-23.78544,0.97113,812,10,,0.714,-0.141
119,Senate,41504,47,0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960.0,,0.387,-0.117,-60.01045,0.9216,735,26,,0.362,-0.187
119,Senate,21350,36,0,ND,200,,,"CRAMER, Kevin",C001096,1961.0,,0.401,0.365,-14.14138,0.98261,806,5,,0.49,0.391
119,Senate,41107,36,0,ND,200,,,"HOEVEN, John",H001061,1957.0,,0.403,0.447,-13.77086,0.98347,826,4,,0.512,0.496
119,Senate,42304,24,0,OH,200,,,"VANCE, James David",V000137,1984.0,,0.85,-0.527,-0.0,1.0,1,0,,0.0,0.0
119,Senate,42502,24,0,OH,200,,,"MORENO, Bernardo (Bernie)",M001242,1967.0,,0.738,0.33,-7.18391,0.99138,830,2,,0.739,0.321
119,Senate,42505,24,0,OH,200,,,"HUSTED, Jon Allen",H001104,1967.0,,0.587,0.809,-22.53206,0.97315,828,10,,0.587,0.809
119,Senate,21166,53,0,OK,200,,,"LANKFORD, James",L000575,1968.0,,0.59,0.15,-11.90642,0.98577,831,7,,0.527,0.161
119,Senate,21355,53,0,OK,200,,,"MULLIN, Markwayne",M001190,1977.0,,0.531,0.252,-9.65746,0.9859,680,4,,0.431,0.317
119,Senate,42507,53,0,OK,200,,,"ARMSTRONG, Alan",A000383,1962.0,,0.698,-0.333,-3.39299,0.97068,114,1,,0.662,-0.241
119,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949.0,,-0.335,-0.486,-42.8489,0.94897,818,13,,-0.441,-0.385
119,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956.0,,-0.454,-0.714,-27.07444,0.96783,828,9,,-0.521,-0.453
119,Senate,42301,14,0,PA,100,,,"FETTERMAN, John Karl",F000479,1969.0,,-0.177,0.218,-153.20865,0.82167,780,73,,-0.163,0.326
119,Senate,42501,14,0,PA,200,,,"MCCORMICK, David Harold",M001243,1965.0,,0.611,0.591,-6.54872,0.99198,813,1,,0.611,0.59
119,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949.0,,-0.36,-0.154,-109.36523,0.87613,827,51,,-0.299,-0.081
119,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955.0,,-0.341,-0.129,-94.88762,0.88881,805,38,,-0.289,-0.305
119,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965.0,,0.628,0.027,-13.32874,0.98368,810,6,,0.531,0.366
119,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955.0,,0.367,-0.266,-35.74911,0.9552,780,7,,0.411,0.31
119,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961.0,,0.431,0.231,-62.25458,0.92807,834,15,,0.365,0.288
119,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954.0,,0.354,0.083,-19.32993,0.9769,827,4,,0.406,0.301
119,Senate,20351,54,0,TN,200,,,"BLACKBURN, Marsha",B001243,1952.0,,0.632,0.142,-7.75035,0.99024,790,2,,0.655,0.262
119,Senate,42100,54,0,TN,200,,,"HAGERTY, William Francis (Bill)",H000601,1959.0,,0.673,-0.061,-10.08691,0.98756,806,0,,0.751,0.257
119,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952.0,,0.471,-0.06,-15.57464,0.9813,825,4,,0.597,0.259
119,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970.0,,0.783,-0.185,-21.72021,0.97291,791,5,,0.89,0.056
119,Senate,21755,67,0,UT,200,,,"CURTIS, John R.",C001114,1960.0,,0.454,0.124,-34.31919,0.95886,817,13,,0.68,0.031
119,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971.0,,0.891,-0.454,-45.48916,0.94539,810,21,,0.891,-0.454
119,Senate,20750,6,0,VT,100,,,"WELCH, Peter",W000800,1947.0,,-0.4,-0.406,-76.56056,0.90708,785,32,,-0.34,-0.555
119,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941.0,,-0.545,-0.427,-22.89227,0.97082,773,6,,-0.652,-0.545
119,Senate,40909,40,0,VA,100,,,"WARNER, Mark R.",W000805,1954.0,,-0.215,-0.031,-93.14395,0.88983,798,32,,-0.25,0.062
119,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958.0,,-0.234,-0.128,-116.29603,0.86837,824,66,,-0.207,-0.251
119,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958.0,,-0.309,-0.401,-61.87706,0.92841,833,18,,-0.348,-0.301
119,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950.0,,-0.357,-0.312,-36.36495,0.95479,786,8,,-0.471,-0.271
119,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953.0,,0.285,0.144,-25.71052,0.96906,818,4,,0.411,0.31
119,Senate,42504,56,0,WV,200,,,"JUSTICE, James Conley, II",J000312,1951.0,,0.566,0.285,-9.03881,0.98874,798,3,,0.566,0.283
119,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962.0,,-0.486,-0.122,-68.92894,0.92049,832,38,,-0.397,-0.071
119,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955.0,,0.647,-0.16,-31.46877,0.96257,825,14,,0.913,-0.076
119,Senate,20953,68,0,WY,200,,,"LUMMIS, Cynthia M.",L000571,1954.0,,0.683,-0.314,-30.76385,0.96269,809,12,,0.914,0.256
119,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952.0,,0.54,0.195,-12.28591,0.98532,831,5,,0.656,0.381
