congress,chamber,rollnumber,icpsr,cast_code,prob
88,Senate,1,52,1,42.20671852409111
88,Senate,1,142,6,31.802497911060268
88,Senate,1,165,6,40.49567010303659
88,Senate,1,486,1,45.65694890020255
88,Senate,1,546,6,52.94637803424733
88,Senate,1,645,1,83.8413348463506
88,Senate,1,688,1,79.23560208775
88,Senate,1,823,6,57.73536786594197
88,Senate,1,1018,6,68.32064909810188
88,Senate,1,1252,6,45.20446540378915
88,Senate,1,1365,1,97.34378035988557
88,Senate,1,1366,1,79.7262822210848
88,Senate,1,1482,1,76.54390607295885
88,Senate,1,1510,1,73.86637259317061
88,Senate,1,1569,6,95.13112711476658
88,Senate,1,1721,6,54.51934761289237
88,Senate,1,1776,6,95.55110238565412
88,Senate,1,2052,6,54.889851008296105
88,Senate,1,2087,1,81.69641342824917
88,Senate,1,2267,1,94.68720347464081
88,Senate,1,2609,1,65.64437090439121
88,Senate,1,2636,6,60.60529625289334
88,Senate,1,2691,6,99.24624521485563
88,Senate,1,2822,1,98.52556654543459
88,Senate,1,2901,1,96.96769030525411
88,Senate,1,2965,6,51.29230288420775
88,Senate,1,2987,1,97.77395112041104
88,Senate,1,3255,6,51.685910705062184
88,Senate,1,3388,1,82.45459785801985
88,Senate,1,3658,1,91.72838788342396
88,Senate,1,3704,2,68.27129653052101
88,Senate,1,3864,1,42.28027939371812
88,Senate,1,4148,6,93.81752910030177
88,Senate,1,4154,6,63.4085340538288
88,Senate,1,4227,1,65.70735274700547
88,Senate,1,4382,1,80.3828999893138
88,Senate,1,4418,1,87.63362577081509
88,Senate,1,4520,1,93.81526553238106
88,Senate,1,4660,1,92.50480575441603
88,Senate,1,4728,6,81.17368693773311
88,Senate,1,4812,1,34.96119911547093
88,Senate,1,4851,6,62.37283844666126
88,Senate,1,4898,6,95.5340208748759
88,Senate,1,5009,1,95.0182765334808
88,Senate,1,5073,2,96.78297958813181
88,Senate,1,5116,6,83.10460229813819
88,Senate,1,5122,1,44.94349228632507
88,Senate,1,5372,6,65.87480040490908
88,Senate,1,5500,6,30.185396987576407
88,Senate,1,5756,6,63.49719465452216
88,Senate,1,5767,1,92.50459703987445
88,Senate,1,5913,6,57.38678240440789
88,Senate,1,5967,1,47.92227157903029
88,Senate,1,6134,6,77.18153440995621
88,Senate,1,6151,1,98.25059872648754
88,Senate,1,6249,1,49.903296208625505
88,Senate,1,6256,6,77.42019867627033
88,Senate,1,6366,6,90.01640958932326
88,Senate,1,6442,5,60.238400680422274
88,Senate,1,6597,1,62.7079550751172
88,Senate,1,6738,5,78.98733520043966
88,Senate,1,6745,1,60.48087896616639
88,Senate,1,6754,6,64.09291793903786
88,Senate,1,6796,1,87.55740343121354
88,Senate,1,6831,6,77.70067902829993
88,Senate,1,6881,6,88.67228904743823
88,Senate,1,7229,1,27.67888803475073
88,Senate,1,7637,1,45.371271402990125
88,Senate,1,7638,6,44.36273821777191
88,Senate,1,7722,6,38.85248569021663
88,Senate,1,7847,6,86.2145311201092
88,Senate,1,7958,1,97.52103939959747
88,Senate,1,8138,1,98.33867667653328
88,Senate,1,8185,1,47.94335070214322
88,Senate,1,8301,6,72.29936535349725
88,Senate,1,8593,1,90.27156138912507
88,Senate,1,8666,6,49.16283500223189
88,Senate,1,8764,1,89.40984775625525
88,Senate,1,8883,1,97.54656133104781
88,Senate,1,9141,6,51.225777314973165
88,Senate,1,9174,1,96.9299355142675
88,Senate,1,10147,6,89.73073286479692
88,Senate,1,10163,1,86.37757940961657
88,Senate,1,10414,1,56.012451544964634
88,Senate,1,10450,1,89.65346816842926
88,Senate,1,10454,6,78.84461833616467
88,Senate,1,10514,1,73.99244596099763
88,Senate,1,10800,6,74.76053813706527
88,Senate,1,10803,1,62.107835510472384
88,Senate,1,10807,1,78.26366047572913
88,Senate,1,10808,6,95.45882726577601
88,Senate,1,10810,6,60.285471904875386
88,Senate,1,10811,1,92.39008881169997
88,Senate,1,10812,1,71.4421137595486
88,Senate,1,10816,6,78.29465958844972
88,Senate,1,10817,3,48.016064304778055
88,Senate,1,10818,1,12.780200918967072
88,Senate,1,10820,1,87.31480376579185
88,Senate,1,10823,1,92.28620884432533
88,Senate,1,99369,1,99.61073227086385
88,Senate,1,99902,9,4.017835666573842
88,Senate,2,52,6,94.0322488817616
88,Senate,2,142,6,93.08146020937676
88,Senate,2,165,6,92.28441987235735
88,Senate,2,486,4,84.21964474629303
88,Senate,2,546,6,93.75796233539143
88,Senate,2,645,6,91.63474250262458
88,Senate,2,688,6,91.7026580057528
88,Senate,2,823,6,93.4610494404853
88,Senate,2,1018,6,91.77335331100544
88,Senate,2,1252,6,88.63178790742717
88,Senate,2,1365,6,92.847768897858
88,Senate,2,1366,6,89.28711353810938
88,Senate,2,1482,6,91.63826389055933
88,Senate,2,1510,6,93.67749343280897
88,Senate,2,1569,6,92.29514675263782
88,Senate,2,1721,6,88.46745293178164
88,Senate,2,1776,6,80.3086326400273
88,Senate,2,2052,6,94.05398690393608
88,Senate,2,2087,6,92.28909526815544
88,Senate,2,2267,6,90.87995773293933
88,Senate,2,2609,1,7.036408866140155
88,Senate,2,2636,6,92.29196678394722
88,Senate,2,2691,6,78.7533879149312
88,Senate,2,2822,6,91.58739985445777
88,Senate,2,2901,6,91.16050887563705
88,Senate,2,2965,6,92.1685337758124
88,Senate,2,2987,6,91.40886060533792
88,Senate,2,3255,6,93.82998192145861
88,Senate,2,3388,6,86.81200730687438
88,Senate,2,3658,6,88.24753913571715
88,Senate,2,3704,1,10.599211258846442
88,Senate,2,3864,6,72.82871255179579
88,Senate,2,4148,4,85.33751514691777
88,Senate,2,4154,6,87.45648302056146
88,Senate,2,4227,6,91.83083743235878
88,Senate,2,4382,6,92.54343821167379
88,Senate,2,4418,6,89.69589173369523
88,Senate,2,4520,6,92.98986171047497
88,Senate,2,4660,6,91.59722917763189
88,Senate,2,4728,6,88.37807377247347
88,Senate,2,4812,6,90.39644356253214
88,Senate,2,4851,6,90.88268968473992
88,Senate,2,4898,6,92.15180584614285
88,Senate,2,5009,6,90.5333205105412
88,Senate,2,5073,4,91.18182637402992
88,Senate,2,5116,6,93.06304979290391
88,Senate,2,5122,6,86.95398218035398
88,Senate,2,5372,6,93.85155110262686
88,Senate,2,5500,6,93.7717866989067
88,Senate,2,5756,6,90.56499873866639
88,Senate,2,5767,6,90.84521932903581
88,Senate,2,5913,6,90.15835551450976
88,Senate,2,5967,6,86.49914037750976
88,Senate,2,6134,6,87.1724418282578
88,Senate,2,6151,6,91.74168362291756
88,Senate,2,6249,6,91.810895122144
88,Senate,2,6256,6,80.777963191091
88,Senate,2,6366,6,81.05454613434718
88,Senate,2,6442,6,84.91859184777621
88,Senate,2,6597,6,91.10779012018398
88,Senate,2,6738,6,59.69755039221263
88,Senate,2,6745,6,93.7869881031824
88,Senate,2,6754,6,88.26980513597898
88,Senate,2,6796,6,93.32960444524632
88,Senate,2,6831,6,88.91513158234827
88,Senate,2,6881,6,74.93623362313552
88,Senate,2,7229,6,91.69199452693904
88,Senate,2,7637,6,93.76294561871177
88,Senate,2,7638,6,78.35445006116612
88,Senate,2,7722,6,91.4791026367242
88,Senate,2,7847,6,90.4917724467137
88,Senate,2,7958,6,92.56437259198299
88,Senate,2,8138,6,91.55333509247812
88,Senate,2,8185,1,6.223834658161314
88,Senate,2,8301,6,93.38169669964887
88,Senate,2,8593,1,8.198122682095438
88,Senate,2,8666,6,94.06191105835975
88,Senate,2,8764,6,90.83971253383199
88,Senate,2,8883,6,91.34357875040106
88,Senate,2,9141,6,90.19865096504162
